,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
11381,33.8293,-118.4078,7,3,0,25,0.0
11387,33.8293,-118.1338,10,4,0,25,0.0
11400,33.8303,-118.0908,4,1,0,27,0.0
11402,33.8523,-118.4648,0,1,0,27,1.0
11403,33.6513,-118.2638,0,1,0,39,0.0
11408,33.8863,-118.4698,8,3,0,25,0.0
11416,33.8703,-118.0698,0,4,0,26,0.0
11417,33.8713,-118.0838,0,4,0,25,0.0
11420,33.8253,-118.4228,9,1,0,26,0.0
11428,33.8203,-118.1118,0,2,0,27,0.0
11440,33.8123,-118.3978,5,4,0,26,1.0
11442,33.7743,-118.2778,2,4,0,27,0.0
11445,33.8583,-118.4338,11,1,0,24,0.0
11459,33.4343,-118.1028,0,3,0,63,0.0
11467,33.8073,-118.1488,6,1,0,26,0.0
11491,33.8203,-118.1238,1,4,0,26,0.0
11493,33.7763,-118.2458,1,4,0,26,1.0
11498,33.8293,-118.3928,4,1,0,24,1.0
11506,33.8633,-118.4418,0,2,0,24,0.0
11508,33.8523,-118.1158,9,3,0,24,0.0
11525,33.8173,-118.1418,3,3,0,26,1.0
11531,33.8243,-118.4078,0,1,0,25,0.0
11540,33.8303,-118.1338,3,3,0,25,1.0
11542,33.9123,-118.4868,2,3,0,25,0.0
11543,33.8293,-118.1448,4,4,0,24,1.0
11544,33.8533,-118.1088,4,4,0,24,0.0
11545,33.9033,-118.4848,2,4,0,25,0.0
11551,33.7813,-118.3258,8,1,0,26,0.0
11557,33.8373,-118.1158,0,1,0,25,1.0
11558,33.8273,-118.3728,4,2,0,24,0.0
11561,33.8143,-118.1648,4,3,0,25,1.0
11563,33.8073,-118.4008,9,4,0,27,0.0
11567,33.7783,-118.2758,0,4,0,26,1.0
11572,33.8733,-118.4518,1,1,0,24,0.0
11574,33.8013,-118.3128,2,2,0,24,0.0
11577,33.9143,-118.0598,8,3,0,24,0.0
11580,33.8023,-118.1858,10,4,0,25,0.0
11585,33.9163,-118.4838,4,4,0,24,0.0
11592,33.8803,-118.0778,1,1,0,25,1.0
11593,33.8653,-118.0958,0,1,0,24,0.0
11599,33.8523,-118.0678,1,2,0,27,0.0
11600,33.8243,-118.3998,0,2,0,25,1.0
11601,33.8073,-118.1498,0,2,0,26,0.0
11617,33.8073,-118.3818,1,2,0,26,0.0
11622,33.8433,-118.1108,1,3,0,25,0.0
11624,33.7923,-118.3178,5,4,0,25,1.0
11626,33.7843,-118.2158,1,4,0,26,1.0
11630,34.0603,-118.0398,2,1,0,23,0.0
11643,33.8093,-118.1648,5,4,0,25,0.0
11646,34.0493,-118.0378,8,1,0,23,1.0
11648,33.8663,-118.0858,7,1,0,25,0.0
11653,33.8633,-118.0928,3,2,0,25,1.0
11654,33.8963,-118.0608,3,2,0,25,1.0
11655,33.8653,-118.0748,1,2,0,26,1.0
11656,33.8123,-118.1348,0,2,0,26,0.0
11658,33.8093,-118.3638,5,3,0,25,0.0
11659,33.7963,-118.2748,7,4,0,24,0.0
11663,33.8473,-118.4108,0,1,0,24,0.0
11669,33.8663,-118.0928,2,3,0,25,1.0
11670,33.8203,-118.1398,0,3,0,25,1.0
11671,33.9503,-118.0338,10,4,0,25,0.0
11672,33.8553,-118.1088,7,4,0,24,0.0
11674,33.8473,-118.0878,1,4,0,26,0.0
11675,33.9033,-118.0648,0,4,0,24,0.0
11680,33.8383,-118.1268,5,1,0,25,0.0
11689,33.9173,-118.4898,9,3,0,25,1.0
11690,33.8483,-118.1138,9,3,0,25,0.0
11692,33.8433,-118.1218,4,3,0,24,1.0
11696,33.9063,-118.4818,5,4,0,25,1.0
11698,33.8373,-118.1298,0,4,0,24,0.0
11700,33.7833,-118.2718,10,1,0,26,0.0
11706,33.8453,-118.1038,1,1,0,25,0.0
11714,33.8813,-118.4558,0,3,0,24,0.0
11718,33.8533,-118.0878,2,4,0,26,1.0
11728,33.8663,-118.4688,2,2,0,26,1.0
11735,33.8783,-118.4568,5,3,0,25,0.0
11748,33.7913,-118.3368,3,1,0,26,0.0
11753,33.9123,-118.0468,8,3,0,25,0.0
11757,33.8123,-118.4508,4,3,0,29,0.0
11769,33.8703,-118.0928,6,2,0,24,1.0
11770,33.8633,-118.4378,6,2,0,24,1.0
11775,33.8343,-118.4188,8,3,0,25,0.0
11777,33.8833,-118.4508,5,4,0,24,0.0
11781,33.8453,-118.1118,9,1,0,25,1.0
11782,33.8503,-118.0938,4,1,0,26,1.0
11783,33.7943,-118.3648,4,1,0,26,1.0
11784,33.7963,-118.2468,3,1,0,24,1.0
11786,33.7923,-118.1648,3,1,0,27,0.0
11788,33.8113,-118.1598,0,1,0,25,0.0
11794,33.8273,-118.3978,0,2,0,25,0.0
11799,33.8253,-118.1488,1,3,0,25,0.0
11807,34.0163,-118.5018,8,1,0,23,1.0
11812,33.8353,-118.1468,1,2,0,24,0.0
11823,33.8703,-118.0758,6,2,0,26,0.0
11824,34.0423,-118.0368,4,2,0,23,0.0
11830,33.8503,-118.4638,8,4,0,27,0.0
11840,33.8713,-118.0778,2,1,0,25,1.0
11841,33.8583,-118.0648,1,1,0,27,0.0
11844,33.8703,-118.0708,4,2,0,26,0.0
11853,33.8433,-118.0958,6,3,0,26,1.0
11855,33.8373,-118.4008,1,3,0,24,0.0
11856,34.0443,-118.0348,0,3,0,23,0.0
11859,33.8403,-118.1118,9,1,0,25,0.0
11862,33.7793,-118.2408,6,1,0,26,0.0
11876,33.9323,-118.0448,2,3,0,25,0.0
11880,33.7893,-118.2758,5,4,0,25,1.0
11883,34.0443,-118.0218,11,1,0,24,0.0
11889,33.8113,-118.4058,2,1,0,26,0.0
11892,33.8343,-118.1068,4,2,0,26,0.0
11895,33.7793,-118.2108,9,3,0,27,0.0
11897,34.0553,-118.0368,5,3,0,23,0.0
11910,33.8763,-118.0798,4,1,0,25,1.0
11919,33.5613,-118.1778,0,2,0,49,0.0
11920,33.8093,-118.3698,11,3,0,25,0.0
11927,33.8143,-118.4208,4,4,0,27,1.0
11933,33.8683,-118.4558,6,2,0,25,0.0
11942,33.8813,-118.0828,6,3,0,24,0.0
11947,34.0453,-118.0468,11,1,0,22,0.0
11962,33.7793,-118.2638,0,3,0,26,0.0
11974,34.0503,-118.0248,6,1,0,24,1.0
11981,33.8683,-118.4438,11,3,0,24,1.0
11985,33.7763,-118.2728,2,4,0,26,0.0
11995,33.8223,-118.1318,4,1,0,26,0.0
11998,33.8243,-118.1578,8,2,0,24,1.0
11999,33.8553,-118.0958,7,2,0,25,0.0
12000,33.8403,-118.4558,6,2,0,27,0.0
12004,33.8343,-118.1318,11,3,0,25,1.0
12005,33.8573,-118.0958,9,3,0,25,1.0
12007,34.0623,-118.0448,6,3,0,22,1.0
12008,33.9113,-118.4818,5,3,0,25,0.0
12009,33.8193,-118.4278,2,3,0,27,0.0
12029,33.8573,-118.4288,0,3,0,24,1.0
12035,33.8803,-118.0498,3,4,0,27,0.0
12041,33.8453,-118.4378,4,1,0,26,1.0
12042,33.8383,-118.4328,1,1,0,26,1.0
12044,33.8293,-118.1578,0,1,0,24,0.0
12046,33.8063,-118.2108,3,2,0,24,1.0
12047,33.8093,-118.3648,3,2,0,25,1.0
12048,33.8343,-118.1088,2,2,0,26,0.0
12051,33.8613,-118.4688,9,3,0,27,1.0
12053,34.0453,-118.0378,5,3,0,23,0.0
12062,33.7993,-118.3058,0,1,0,24,0.0
12066,33.8403,-118.1168,3,2,0,25,0.0
12079,33.7793,-118.2088,3,4,0,27,0.0
12086,33.8023,-118.4208,6,3,0,28,0.0
12103,33.8153,-118.1288,5,3,0,26,1.0
12109,33.8663,-118.4608,1,4,0,26,0.0
12110,33.8223,-118.1418,9,1,0,25,0.0
12112,33.8153,-118.4128,7,1,0,26,0.0
12116,33.8303,-118.4148,0,1,0,25,1.0
12123,33.8253,-118.1468,9,3,0,25,0.0
12141,33.8943,-118.4618,8,3,0,24,0.0
12144,33.7993,-118.2748,6,3,0,24,1.0
12146,33.8583,-118.0988,8,4,0,25,0.0
12151,33.8093,-118.1718,4,1,0,25,1.0
12152,33.8173,-118.3978,4,1,0,26,1.0
12154,33.8153,-118.1058,2,1,0,28,0.0
12159,33.7793,-118.2618,11,2,0,26,1.0
12163,33.9863,-118.5068,9,3,0,24,0.0
12167,33.7913,-118.1718,7,4,0,27,0.0
12171,33.8343,-118.4188,2,4,0,25,1.0
12172,33.8143,-118.1468,1,4,0,26,0.0
12173,33.8523,-118.4458,11,1,0,26,0.0
12176,34.0293,-118.0218,7,1,0,24,0.0
12181,33.5113,-118.4058,0,1,0,55,0.0
12182,33.7873,-118.2368,5,2,0,25,0.0
12183,33.8533,-118.4438,2,2,0,25,1.0
12184,33.8153,-118.4258,1,2,0,27,1.0
12187,33.8123,-118.4078,11,3,0,26,0.0
12191,33.7993,-118.1448,4,3,0,27,1.0
12194,33.8063,-118.3318,4,4,0,24,0.0
12200,33.8453,-118.4408,9,1,0,26,0.0
12206,33.8553,-118.4618,1,1,0,26,0.0
12210,34.0533,-118.5098,4,2,0,24,1.0
12218,33.8273,-118.1208,9,3,0,26,0.0
12229,33.7533,-118.2698,0,3,0,29,0.0
12235,33.8353,-118.1318,1,4,0,25,1.0
12236,33.7843,-118.2388,0,4,0,26,0.0
12245,33.8253,-118.3898,3,1,0,24,0.0
12253,33.6543,-118.1578,0,2,0,40,0.0
12256,33.8093,-118.1418,1,3,0,26,1.0
12257,33.8383,-118.4178,1,3,0,25,0.0
12259,33.8273,-118.4188,4,4,0,26,1.0
12260,33.7873,-118.2618,2,4,0,25,1.0
12261,33.8273,-118.4278,1,4,0,26,0.0
12262,33.8193,-118.4098,1,4,0,26,1.0
12263,34.0373,-118.5018,1,4,0,23,0.0
12267,33.7943,-118.1628,4,3,0,27,0.0
12270,33.8733,-118.4688,6,4,0,26,1.0
12293,33.8243,-118.4058,6,4,0,25,1.0
12295,33.8583,-118.1088,4,4,0,24,0.0
12309,33.8423,-118.1348,5,3,0,24,0.0
12313,33.8833,-118.4638,1,4,0,25,0.0
12331,33.8043,-118.1448,11,4,0,27,0.0
12338,33.7943,-118.2778,9,1,0,25,0.0
12347,33.8703,-118.4588,7,3,0,25,1.0
12348,33.7563,-118.3158,6,3,0,29,0.0
12353,33.8073,-118.1498,1,3,0,26,0.0
12367,33.9303,-118.0338,11,3,0,26,0.0
12371,33.7833,-118.3288,4,3,0,26,1.0
12372,33.8123,-118.3698,4,3,0,25,1.0
12376,33.8753,-118.0608,10,4,0,26,0.0
12388,33.8403,-118.4328,1,1,0,26,0.0
12392,33.8523,-118.4308,9,2,0,25,0.0
12397,33.8123,-118.3468,10,3,0,24,1.0
12398,33.8473,-118.1118,10,3,0,25,0.0
12399,33.8303,-118.1488,8,3,0,24,1.0
12403,34.0493,-118.0418,0,3,0,22,1.0
12404,33.8303,-118.4338,0,3,0,26,0.0
12413,33.8453,-118.4108,10,1,0,24,0.0
12418,33.7643,-118.2108,1,1,0,28,1.0
12421,33.8733,-118.0608,3,2,0,27,0.0
12427,33.7693,-118.2688,4,1,0,27,0.0
12437,33.8603,-118.1088,6,4,0,24,0.0
12441,33.8013,-118.1158,11,1,0,28,0.0
12472,33.7973,-118.2688,10,3,0,24,0.0
12480,33.8043,-118.2308,3,4,0,24,0.0
12484,34.0393,-118.0418,5,1,0,22,0.0
12487,34.0313,-118.0318,9,3,0,23,0.0
12490,33.8993,-118.0778,6,3,0,24,1.0
12492,34.0363,-118.5018,7,4,0,23,1.0
12493,33.8533,-118.1258,7,4,0,23,0.0
12497,33.8453,-118.4108,6,1,0,24,1.0
12498,33.8963,-118.4688,1,1,0,24,1.0
12499,33.8523,-118.0758,0,1,0,27,1.0
12502,33.8153,-118.3688,1,2,0,24,0.0
12503,33.8733,-118.0648,0,2,0,26,0.0
12504,34.0443,-118.0318,8,3,0,23,0.0
12509,33.8713,-118.0928,8,4,0,24,1.0
12514,33.8403,-118.1448,11,1,0,23,0.0
12517,33.7143,-118.1118,0,1,0,36,0.0
12527,33.8523,-118.4308,9,3,0,25,1.0
12528,33.8063,-118.3408,6,3,0,24,1.0
12533,33.8343,-118.4568,7,1,0,28,0.0
12539,33.7873,-118.1828,4,2,0,27,1.0
12541,33.8523,-118.4698,2,2,0,27,0.0
12543,33.8253,-118.1288,9,3,0,26,0.0
12556,33.9013,-118.4718,2,2,0,24,0.0
12567,33.8223,-118.1528,6,4,0,25,1.0
12575,33.7893,-118.1988,4,1,0,26,0.0
12579,33.7943,-118.1778,2,2,0,26,0.0
12581,33.8253,-118.1338,7,3,0,25,0.0
12585,33.8893,-118.0658,7,1,0,25,1.0
12588,33.8653,-118.0888,2,1,0,25,1.0
12589,33.8383,-118.0938,3,2,0,27,0.0
12595,33.8963,-118.0448,7,3,0,26,1.0
12596,33.8573,-118.0808,5,3,0,26,0.0
12600,34.0223,-118.5048,7,2,0,23,1.0
12603,33.8343,-118.1208,4,2,0,25,0.0
12620,33.8123,-118.1498,4,4,0,26,0.0
12630,33.8753,-118.0858,10,3,0,24,0.0
12632,33.8683,-118.0858,3,3,0,25,0.0
12646,33.8843,-118.0778,3,2,0,24,1.0
12647,33.6003,-118.1238,0,2,0,46,0.0
12648,34.0453,-118.4948,11,3,0,22,0.0
12649,33.8073,-118.2288,2,3,0,24,0.0
12651,33.8993,-118.0748,0,3,0,24,1.0
12654,33.9443,-118.0498,3,4,0,24,0.0
12656,34.0583,-118.0348,1,4,0,23,0.0
12657,33.8013,-118.2848,0,4,0,24,0.0
12666,33.8403,-118.1168,6,2,0,25,1.0
12676,33.7273,-118.2648,0,3,0,31,0.0
12678,33.7743,-118.2668,5,4,0,27,1.0
12694,33.7993,-118.2228,8,2,0,24,0.0
12709,33.8143,-118.1218,5,4,0,27,0.0
12719,33.8203,-118.1618,3,3,0,24,1.0
12720,33.7893,-118.1878,1,3,0,26,1.0
12721,33.8023,-118.3388,1,3,0,25,0.0
12733,33.8473,-118.4208,9,3,0,24,0.0
12735,33.8573,-118.1028,3,3,0,25,0.0
12742,33.8403,-118.1208,8,1,0,25,1.0
12743,33.7943,-118.3268,7,1,0,25,1.0
12744,33.7793,-118.2318,6,1,0,26,0.0
12751,33.8093,-118.4078,5,3,0,27,1.0
12753,33.8323,-118.4508,2,3,0,27,0.0
12764,33.9493,-118.0428,2,1,0,24,1.0
12769,33.7943,-118.2718,7,3,0,25,1.0
12771,33.8703,-118.4508,5,3,0,25,1.0
12773,33.7993,-118.3928,0,3,0,27,0.0
12779,33.8273,-118.1388,2,4,0,25,1.0
12780,33.7973,-118.3498,2,4,0,25,0.0
12789,33.8683,-118.1058,4,1,0,24,0.0
12804,33.8403,-118.1448,0,3,0,23,0.0
12809,33.8933,-118.0758,6,4,0,24,0.0
12813,33.8813,-118.0878,1,4,0,24,0.0
12819,33.8983,-118.0658,4,1,0,25,1.0
12822,34.0263,-118.5028,7,2,0,23,0.0
12827,33.8503,-118.4288,0,2,0,25,1.0
12844,33.8423,-118.1398,2,1,0,24,0.0
12852,33.8503,-118.4288,3,3,0,25,0.0
12864,33.8063,-118.3358,3,1,0,24,0.0
12868,33.8803,-118.4538,0,2,0,24,0.0
12874,33.8043,-118.1568,4,3,0,26,0.0
12890,33.9243,-118.0518,11,3,0,24,0.0
12893,33.8353,-118.1398,7,3,0,24,1.0
12895,33.8023,-118.1848,3,3,0,25,0.0
12897,33.7943,-118.2058,0,3,0,25,0.0
12907,33.7913,-118.1448,0,4,0,28,0.0
12916,33.7583,-118.2548,0,1,0,28,0.0
12920,33.8093,-118.1668,10,3,0,25,0.0
12922,33.8423,-118.1118,5,3,0,25,0.0
12927,34.0493,-118.0348,0,3,0,23,1.0
12938,33.8123,-118.1338,11,1,0,26,0.0
12945,33.8473,-118.1338,4,2,0,23,1.0
12946,33.8203,-118.4048,4,2,0,26,0.0
12947,33.8373,-118.1318,1,2,0,24,1.0
12948,33.9173,-118.4928,0,2,0,25,0.0
12958,33.8473,-118.4308,4,4,0,25,0.0
12962,34.0503,-118.0348,10,1,0,23,1.0
12964,33.8013,-118.1418,7,1,0,27,1.0
12967,33.7893,-118.2908,3,1,0,25,1.0
12968,33.8303,-118.1488,3,1,0,24,1.0
12970,33.8403,-118.1118,1,1,0,25,1.0
12971,33.8043,-118.3868,1,1,0,26,0.0
12975,33.8323,-118.4418,5,2,0,27,1.0
12977,33.8093,-118.3718,4,2,0,25,0.0
12980,33.9853,-118.0398,2,2,0,23,0.0
12981,33.7813,-118.2568,0,2,0,26,0.0
12983,33.8063,-118.3728,11,3,0,25,1.0
12984,33.8473,-118.4458,10,3,0,26,1.0
12985,33.8483,-118.4508,9,3,0,26,0.0
12990,33.7923,-118.1628,3,3,0,27,0.0
12993,33.7843,-118.2718,7,4,0,26,0.0
12996,33.8013,-118.3848,2,4,0,26,0.0
13004,33.9143,-118.0568,8,3,0,24,0.0
13008,33.8293,-118.4188,10,4,0,26,0.0
13023,33.8963,-118.4648,5,1,0,24,1.0
13026,33.3033,-118.3128,0,2,0,74,0.0
13033,33.8193,-118.1618,7,4,0,24,1.0
13034,33.8403,-118.0928,4,4,0,27,1.0
13037,33.7923,-118.1978,11,1,0,26,1.0
13048,33.8473,-118.4668,3,3,0,27,1.0
13049,33.7813,-118.1778,2,3,0,27,0.0
13051,33.8683,-118.0938,11,1,0,24,0.0
13057,33.7923,-118.2338,10,3,0,25,1.0
13058,33.9013,-118.0698,9,3,0,24,1.0
13059,33.9193,-118.0608,7,3,0,24,1.0
13061,33.8713,-118.0798,3,3,0,25,0.0
13065,33.7863,-118.3108,2,4,0,26,1.0
13069,33.9033,-118.0658,3,1,0,24,0.0
13076,33.8763,-118.4468,1,2,0,24,1.0
13079,33.9443,-118.4898,7,3,0,24,0.0
13081,33.9493,-118.4948,3,3,0,24,1.0
13089,33.8273,-118.3728,6,4,0,24,0.0
13091,33.8063,-118.3948,0,4,0,26,0.0
13098,33.7993,-118.1978,5,2,0,25,0.0
13100,33.7993,-118.2128,1,2,0,25,0.0
13108,33.8433,-118.1238,2,3,0,24,0.0
13112,34.0373,-118.0398,1,1,0,23,1.0
13114,33.8353,-118.4078,0,1,0,25,0.0
13115,33.8373,-118.4418,8,2,0,26,1.0
13123,34.0443,-118.0238,8,4,0,24,0.0
13129,33.7973,-118.2808,0,1,0,24,0.0
13130,33.8173,-118.3928,5,2,0,25,1.0
13135,33.8353,-118.1298,5,3,0,25,0.0
13139,33.7813,-118.3158,0,3,0,26,1.0
13140,33.8073,-118.3648,6,1,0,25,0.0
13142,33.8223,-118.3668,9,2,0,24,0.0
13149,33.7733,-118.2878,10,3,0,27,1.0
13150,33.8273,-118.4638,8,3,0,29,0.0
13151,33.7663,-118.2848,7,3,0,27,0.0
13162,33.8113,-118.1818,9,3,0,24,1.0
13171,33.8573,-118.4388,6,1,0,25,0.0
13179,33.8093,-118.1238,4,3,0,27,0.0
13197,33.8963,-118.4828,1,3,0,25,0.0
13199,33.8763,-118.0858,6,4,0,24,1.0
13219,34.0473,-118.0438,5,3,0,22,0.0
13239,33.8133,-118.1448,1,3,0,26,0.0
13241,33.8273,-118.1558,5,4,0,24,1.0
13254,33.8693,-118.0798,0,2,0,25,0.0
13278,33.8303,-118.4328,1,4,0,26,1.0
13297,33.8083,-118.1868,5,3,0,25,0.0
13299,33.8143,-118.1588,6,4,0,25,0.0
13301,33.8773,-118.4598,5,4,0,25,1.0
13302,33.7763,-118.3208,4,4,0,27,1.0
13303,33.8063,-118.1598,4,4,0,26,0.0
13305,33.8653,-118.4438,2,4,0,24,0.0
13315,33.8023,-118.1618,3,2,0,26,0.0
13318,33.8063,-118.1748,11,3,0,25,1.0
13322,33.8413,-118.4328,7,3,0,26,0.0
13324,34.0223,-118.0328,3,3,0,23,1.0
13325,33.8083,-118.3928,3,4,0,26,1.0
13327,33.7943,-118.3148,11,1,0,25,0.0
13340,33.8873,-118.4788,9,3,0,26,1.0
13341,33.8543,-118.4528,8,3,0,26,0.0
13345,33.9213,-118.4868,1,3,0,24,0.0
13360,33.7833,-118.3668,1,2,0,27,1.0
13362,33.7683,-118.2608,7,3,0,27,0.0
13366,33.8063,-118.4448,1,3,0,29,0.0
13387,33.8773,-118.0878,0,4,0,24,0.0
13396,33.7903,-118.3128,2,2,0,25,0.0
13399,33.9453,-118.4978,10,3,0,24,0.0
13412,33.9123,-118.0558,2,1,0,25,1.0
13413,33.8443,-118.4008,0,1,0,23,0.0
13416,34.0403,-118.0358,0,2,0,23,0.0
13426,33.8683,-118.4448,3,4,0,24,0.0
13435,33.8203,-118.3788,4,2,0,24,0.0
13448,33.8333,-118.4328,2,1,0,26,0.0
13458,33.8133,-118.3588,8,3,0,24,0.0
13460,33.7863,-118.1998,5,3,0,26,0.0
13475,33.9663,-118.4958,1,2,0,23,0.0
13479,33.9813,-118.4978,1,3,0,23,1.0
13523,33.8313,-118.1378,1,2,0,25,0.0
13532,33.8313,-118.1348,1,3,0,25,1.0
13534,33.7943,-118.2858,7,4,0,25,0.0
13535,33.7733,-118.2358,6,4,0,27,0.0
13539,33.7493,-118.2438,0,4,0,29,1.0
13540,33.8243,-118.3918,0,4,0,25,0.0
13548,33.8273,-118.4028,9,3,0,25,1.0
13551,33.8493,-118.1068,4,3,0,25,0.0
13553,33.8393,-118.4248,3,3,0,25,0.0
13555,33.8953,-118.0688,6,4,0,25,1.0
13559,33.8143,-118.1268,9,1,0,27,0.0
13564,33.8503,-118.0828,5,2,0,26,1.0
13571,33.8253,-118.4198,5,3,0,26,1.0
13572,33.8383,-118.4218,2,3,0,25,0.0
13586,33.8613,-118.4738,1,2,0,27,0.0
13590,33.7863,-118.2698,9,3,0,25,1.0
13596,34.0443,-118.5038,7,4,0,23,0.0
13600,33.8063,-118.3778,1,4,0,26,0.0
13601,33.7623,-118.2578,1,4,0,28,0.0
13602,33.7753,-118.2108,10,1,0,27,0.0
13621,33.9943,-118.5038,5,4,0,23,1.0
13632,33.8253,-118.4058,2,2,0,25,1.0
13634,33.8653,-118.0958,0,2,0,24,0.0
13643,33.8713,-118.4598,1,3,0,25,0.0
13669,33.8503,-118.1128,4,3,0,24,1.0
13670,33.8223,-118.1208,3,3,0,26,1.0
13678,33.7983,-118.4498,0,4,0,30,0.0
13684,33.8093,-118.1708,1,1,0,25,0.0
13688,33.8363,-118.1108,2,2,0,26,1.0
13690,33.8023,-118.1698,1,2,0,26,0.0
13697,33.7703,-118.3348,7,4,0,28,0.0
13709,34.0103,-118.0438,3,2,0,22,0.0
13720,34.0163,-118.0358,11,1,0,23,0.0
13736,33.8413,-118.1158,7,3,0,25,1.0
13745,33.8553,-118.0988,6,1,0,25,1.0
13747,33.8113,-118.3628,2,1,0,25,0.0
13750,33.8603,-118.0808,4,2,0,26,0.0
13754,33.8573,-118.1078,11,3,0,24,1.0
13757,34.0193,-118.5048,0,3,0,23,1.0
13763,34.0463,-118.0438,4,2,0,22,1.0
13764,33.8253,-118.1348,3,2,0,25,0.0
13780,33.8473,-118.1068,0,4,0,25,1.0
13798,34.0443,-118.0418,4,4,0,22,0.0
13805,33.8063,-118.3928,3,2,0,26,1.0
13811,33.7723,-118.1928,5,3,0,28,1.0
13812,33.8313,-118.4408,5,3,0,27,1.0
13815,33.7943,-118.1588,0,3,0,27,1.0
13820,33.8033,-118.1598,1,4,0,26,0.0
13829,33.8173,-118.1368,9,3,0,26,1.0
13830,33.8203,-118.1068,7,3,0,27,0.0
13832,33.7793,-118.2848,3,3,0,26,0.0
13833,33.7923,-118.1728,0,3,0,27,0.0
13843,33.9883,-118.0328,9,1,0,24,1.0
13846,33.8163,-118.1078,6,2,0,27,0.0
13852,34.0463,-118.4988,2,3,0,22,0.0
13856,33.8653,-118.4568,4,4,0,25,0.0
13862,33.7983,-118.4058,6,1,0,28,1.0
13863,34.0303,-118.0328,2,2,0,23,0.0
13864,33.8093,-118.1458,0,2,0,26,0.0
13869,33.8843,-118.4678,3,3,0,25,1.0
13881,33.8463,-118.1158,0,1,0,25,0.0
13907,33.8243,-118.4328,0,4,0,27,1.0
13921,33.8353,-118.1508,3,3,0,24,0.0
13923,34.0403,-118.0468,5,4,0,22,1.0
13926,33.9363,-118.4878,0,4,0,24,1.0
13938,33.8383,-118.4218,3,3,0,25,1.0
13943,33.8113,-118.4158,5,4,0,27,0.0
13948,33.8083,-118.4108,1,4,0,27,0.0
13951,33.7983,-118.1838,0,4,0,26,0.0
13952,34.0333,-118.0308,0,4,0,23,0.0
13959,34.0133,-118.0418,11,3,0,23,0.0
13963,34.0223,-118.0388,6,3,0,23,0.0
13965,33.8683,-118.4498,0,3,0,25,0.0
13966,34.0323,-118.4928,11,4,0,22,1.0
13971,33.7983,-118.2048,7,4,0,25,0.0
13975,33.8383,-118.4058,9,1,0,24,0.0
13976,33.7813,-118.1588,5,2,0,28,1.0
13977,33.8303,-118.4308,4,2,0,26,1.0
13978,33.8573,-118.4518,2,2,0,26,0.0
13983,33.8193,-118.1228,1,3,0,26,0.0
13994,33.8393,-118.4118,3,1,0,24,0.0
13996,33.7923,-118.1698,0,2,0,27,1.0
13998,33.8473,-118.1048,4,3,0,25,0.0
14004,33.8603,-118.0698,3,1,0,27,0.0
14009,33.8273,-118.4388,2,2,0,27,1.0
14013,33.8113,-118.3728,11,3,0,25,1.0
14037,33.8023,-118.2188,6,4,0,24,0.0
14040,33.8383,-118.1448,1,4,0,24,1.0
14050,33.8573,-118.4418,7,1,0,25,0.0
14055,33.8203,-118.3978,4,2,0,25,0.0
14062,33.8463,-118.4188,4,3,0,24,1.0
14063,33.8273,-118.4218,3,3,0,26,0.0
14085,33.8203,-118.3918,5,4,0,25,0.0
14090,33.8873,-118.4578,10,1,0,24,1.0
14093,33.9073,-118.4818,8,1,0,25,0.0
14097,33.8773,-118.4528,0,1,0,24,1.0
14099,34.0373,-118.0398,7,2,0,23,1.0
14104,33.9203,-118.0578,2,2,0,24,0.0
14109,33.9233,-118.0608,8,3,0,24,0.0
14123,33.8253,-118.3898,6,1,0,24,1.0
14124,33.8543,-118.4168,4,1,0,24,1.0
14125,33.7943,-118.2748,3,1,0,25,1.0
14132,33.8493,-118.1148,1,2,0,24,0.0
14134,33.8003,-118.3018,10,3,0,24,0.0
14135,34.0303,-118.5008,10,3,0,23,1.0
14143,33.8353,-118.4118,3,4,0,25,0.0
14159,33.8433,-118.1368,5,2,0,24,1.0
14162,33.8683,-118.4418,11,3,0,24,0.0
14169,33.7983,-118.2218,5,4,0,25,1.0
14171,33.8063,-118.1758,1,4,0,25,1.0
14174,33.8023,-118.1978,3,5,0,25,0.0
14175,33.8053,-118.3538,2,5,0,25,0.0
14190,33.8313,-118.4358,1,3,0,27,0.0
14193,33.7563,-118.3678,0,4,0,30,0.0
14210,33.8763,-118.0778,11,3,0,25,0.0
14215,33.8793,-118.4578,5,4,0,25,0.0
14218,33.8463,-118.1318,2,4,0,24,0.0
14226,33.9513,-118.0468,6,1,0,24,0.0
14242,33.8723,-118.4638,3,3,0,25,0.0
14246,33.8163,-118.1948,6,4,0,24,0.0
14247,33.8433,-118.4118,1,4,0,24,1.0
14249,34.0273,-118.0418,1,4,0,22,0.0
14251,33.7943,-118.2308,0,4,0,25,0.0
14252,33.8083,-118.4158,0,4,0,27,0.0
14259,33.8223,-118.1208,9,3,0,26,1.0
14260,33.8543,-118.0888,8,3,0,26,0.0
14263,33.7953,-118.2968,4,3,0,25,1.0
14279,33.8173,-118.1348,3,3,0,26,0.0
14282,33.7733,-118.2738,7,4,0,27,1.0
14300,33.8243,-118.3918,2,2,0,25,1.0
14337,33.8503,-118.4308,0,4,0,25,0.0
14344,33.8473,-118.4308,0,1,0,25,0.0
14349,33.8033,-118.3728,0,2,0,26,0.0
14366,33.8273,-118.1208,11,3,0,26,0.0
14371,34.0553,-118.0338,2,3,0,23,1.0
